Player,Pos,G,MP,X3P.,eFG.,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,USG.,WS,WS.48,BPM,VORP,TeamTotalPoints,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
D.J. Wilson,PF,35,433,0.345,0.494,0.68,20,92,112,23,11,16,22,44,183,11.5,0.511,19.7,0.3,0.032,-3.3,-0.1,7833,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Dylan Windler,SF,31,513,0.338,0.538,0.778,20,87,107,33,19,12,32,37,161,10.8,0.567,14.8,0.5,0.045,-1.7,0,7476,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Justise Winslow,SF,26,507,0.185,0.376,0.571,18,100,118,50,15,12,37,47,178,6.2,0.395,21.9,-0.7,-0.066,-6,-0.5,8157,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Cassius Winston,PG,22,98,0.471,0.545,0.833,0,9,9,12,2,1,5,8,41,10.8,0.575,17.2,0.1,0.066,-3.2,0,8398,200,300,100,1,4,2,-5,2,3,5,3,-3
James Wiseman,C,39,836,0.316,0.535,0.628,55,171,226,26,11,36,60,121,448,13.1,0.552,23.8,0.7,0.042,-5,-0.6,8187,200,200,60,3,2,2,-3,4,4,3,5,-3
Christian Wood,C,41,1326,0.374,0.574,0.631,76,319,395,71,34,48,80,88,860,20,0.591,25.9,2.8,0.1,1.4,1.1,7833,200,200,60,3,2,2,-3,4,4,3,5,-3
Robert Woodard II,SF,13,45,0.167,0.425,0.375,4,12,16,2,0,3,1,4,20,12.5,0.425,23.4,0,-0.011,-5.3,0,8189,200,250,80,2,3,2,-4,3,3.5,4,4,-3
Delon Wright,SG,63,1748,0.372,0.525,0.802,65,204,269,278,101,30,83,75,645,16.3,0.562,16.3,4.3,0.117,2.2,1.8,7676,200,275,90,1.5,3.5,2,-4.5,2.5,3.25,4.5,3.5,-3
Thaddeus Young,PF,68,1652,0.267,0.568,0.628,168,255,423,291,74,40,137,152,823,20.3,0.578,22.3,5.1,0.147,3.3,2.2,7969,200,225,70,2.5,2.5,2,-3.5,3.5,3.75,3.5,4.5,-3
Trae Young,PG,63,2125,0.343,0.499,0.886,38,207,245,594,53,12,261,111,1594,23,0.589,33,7.2,0.163,3.7,3,8186,200,300,100,1,4,2,-5,2,3,5,3,-3
Cody Zeller,C,48,1005,0.143,0.565,0.714,119,209,328,86,27,17,51,121,451,18.2,0.599,18.3,3.3,0.156,-0.5,0.4,7881,200,200,60,3,2,2,-3,4,4,3,5,-3
Ivica Zubac,C,72,1609,0.25,0.654,0.789,189,330,519,90,24,62,81,187,650,19.1,0.693,15.1,6.9,0.206,1,1.2,8209,200,200,60,3,2,2,-3,4,4,3,5,-3
